City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
474,Praya,CV,75.74,broken clouds,14.9215,-23.5087,LT Aparthotel
475,Aswan,EG,83.5,clear sky,24.0934,32.907,Nuba Nile
476,Xingtai,CN,87.87,clear sky,37.0631,114.4942,Xingzhou Hotel
478,Mikhaylovka,RU,65.79,clear sky,50.06,43.2379,5 Komnat
479,Gazanjyk,TM,84.52,clear sky,39.2446,55.5154,Railway motel
480,Sabang,ID,83.46,overcast clouds,5.8933,95.3214,Hotel Citra
481,Mtwara,TZ,68.04,clear sky,-10.2667,40.1833,TIL Hotels Mtwara
482,Kokopo,PG,84.92,few clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
484,Mathbaria,BD,85.84,overcast clouds,22.2876,89.9593,Shikdar Hotel
486,Marshall,US,81.37,clear sky,34.3834,-86.3333,Riverview Campground
488,Gigmoto,PH,86.02,overcast clouds,13.7796,124.39,Cj's Travellers Inn
490,Bengkulu,ID,84.18,clear sky,-3.8004,102.2655,Grage Hotel Bengkulu
492,Lagoa,PT,68.14,overcast clouds,39.05,-27.9833,Casa Das Faias
493,Camacha,PT,70.54,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
496,Pafos,CY,76.91,few clouds,34.7667,32.4167,Elysium Hotel
497,Mogadishu,SO,76.19,light rain,2.0371,45.3438,Hotel Juba
499,Wajir,KE,72.05,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
502,Jalu,LY,76.06,clear sky,29.0331,21.5482,صاحبة الفخامة
503,Taunggyi,MM,69.03,overcast clouds,20.7833,97.0333,True Treasure Hotel
508,Chisindia,RO,65.19,clear sky,46.2833,22.1,Conacul Legendelor
509,Topolobampo,MX,89.11,clear sky,25.6,-109.05,Hotel Marina Topolobampo
510,Sao Joao Da Barra,BR,68.7,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
511,Bubaque,GW,78.15,moderate rain,11.2833,-15.8333,"Casa Dora, Bubaque"
512,Petatlan,MX,79.11,scattered clouds,17.5167,-101.2667,Hotel California Petatlán
513,Belyy Yar,RU,69.69,scattered clouds,53.6039,91.3903,Pasportnyy Stol
515,Salalah,OM,77.09,light intensity drizzle,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
516,Peleduy,RU,81.63,broken clouds,59.6289,112.7406,Гостиница «Уют»
517,Vao,NC,72.36,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
519,Dhuwaran,IN,80.94,overcast clouds,22.2333,72.8,Amul parlour
520,Touba,CI,67.23,overcast clouds,8.2833,-7.6833,Hotel de L'Amitié Vraie
521,Praia Da Vitoria,PT,71.85,scattered clouds,38.7333,-27.0667,Hotel Branco I
522,Mersin,TR,79.95,clear sky,36.862,34.6509,Nostalgia Boutique Hotel
523,Abu Zabad,SD,75,overcast clouds,12.35,29.25,حامد محمد نور
524,Sumenep,ID,83.75,scattered clouds,-7.0167,113.8667,OYO 3271 Homestay Pandian
525,Dillon,US,79.2,overcast clouds,34.4166,-79.3712,Dillon Express Inn
526,Ardesen,TR,69.76,scattered clouds,41.1911,40.9875,Green Suada Hotel
527,Bosanska Krupa,BA,66.43,few clouds,44.8825,16.1514,Krupana Apartments
528,Saint Anthony,US,82,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
530,Labuan,MY,89.76,scattered clouds,5.2767,115.2417,Tiara Labuan Hotel
531,Pahalgam,IN,66.29,overcast clouds,34.0333,75.3333,Grand Mumtaz Resorts Pahalgam
534,Bintulu,MY,86.41,few clouds,3.1667,113.0333,900 Boutique INN
535,Pemangkat,ID,86.05,overcast clouds,1.1667,108.9667,Ramah Kost KITA
536,Denpasar,ID,82.06,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
537,Huarmey,PE,63.21,broken clouds,-10.0681,-78.1522,Hotel Miramar
539,West Bay,KY,84.27,few clouds,19.3667,-81.4167,Calypso Cove
542,Kirakira,SB,83.57,broken clouds,-10.4544,161.9205,SanBiz Lodge
543,Isangel,VU,86.11,few clouds,-19.55,169.2667,Tanna Lodge
545,Bud,US,80.58,few clouds,39.447,-86.1758,Ted McQuinn Trust
548,Tezu,IN,81.61,overcast clouds,27.9167,96.1667,Circuit House
549,Vero Beach,US,83.03,clear sky,27.6386,-80.3973,Kimpton Vero Beach Hotel & Spa
551,Port-Cartier,CA,61.02,broken clouds,50.0334,-66.8654,Le Q'Artier
552,Gornopravdinsk,RU,60.46,overcast clouds,60.05,69.9,Burovik
553,Svetlogorsk,BY,64.89,broken clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
554,Lichfield,GB,60.19,overcast clouds,52.6815,-1.8255,The Cathedral Hotel
555,Sur,OM,89.22,broken clouds,22.5667,59.5289,Sur Plaza Hotel
556,Golakganj,IN,85.78,scattered clouds,26.1,89.8333,Sonasi Baba Dham
557,Seminole,US,83.07,clear sky,28.7086,-81.2081,Ono Hot Dog Cart and Catering
559,Mayumba,GA,69.31,overcast clouds,-3.432,10.6554,LIKWALE LODGE
560,Kloulklubed,PW,84.6,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
561,Chicama,PE,64.6,scattered clouds,-7.8447,-79.1469,Balihai Bungalows
562,Igarka,RU,62.8,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
563,Itamaraca,BR,70.48,scattered clouds,-7.7478,-34.8256,Special K's Bed & Breakfast
564,Barbacoas,CO,74.03,light rain,1.6715,-78.1398,edificio justin
565,Bajil,YE,79.18,overcast clouds,15.0584,43.2851,فندق حضرموت
567,Seydisehir,TR,60.13,clear sky,37.4193,31.8453,Otel KüçükKonak
568,Roald,NO,61.9,light intensity drizzle,62.5833,6.1333,Flem Cabins
570,Dicabisagan,PH,89.87,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
572,Chaoyang,CN,90.34,broken clouds,41.5703,120.4586,Chaoyang Genting International Hotel
573,Notodden,NO,64.78,clear sky,59.5594,9.2585,Brattrein Hotel
575,Dwarka,IN,83.3,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
576,Aguilas,ES,81.77,broken clouds,37.4063,-1.5829,Hotel Carlos III
578,Karratha,AU,78.66,broken clouds,-20.7377,116.8463,ibis Styles Karratha
579,Mayo,US,79.43,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
580,Oinacu,RO,67.77,clear sky,43.95,26.0167,G & C Motel
581,Angoche,MZ,70.16,light rain,-16.2325,39.9086,Guest House HESADA
582,General Elizardo Aquino,PY,73.87,clear sky,-24.4333,-56.7,Caacupeii Jhugua Rey
583,Missao Velha,BR,75.69,few clouds,-7.2497,-39.1431,Pousada Sol Nascente PRIME
584,Kota Tinggi,MY,88.03,broken clouds,1.7381,103.8999,Canopy Tribe
586,Lashio,MM,70,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
587,Pontes E Lacerda,BR,71.83,clear sky,-15.2261,-59.3353,Hotel Bressan
588,Srandakan,ID,82.63,scattered clouds,-7.9386,110.2506,Puri Brata
589,Birjand,IR,73.87,clear sky,32.8663,59.2211,Birjand Tourist Hotel
590,Cabot,US,84.25,broken clouds,34.9745,-92.0165,Super 8 by Wyndham Cabot
591,Thaton,MM,79.23,overcast clouds,16.9206,97.3714,Tain Pyar Guest House
592,Nha Trang,VN,91.4,broken clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
594,Chino Valley,US,72.1,scattered clouds,34.7575,-112.4538,Primrose Inn & Suites
598,Jaragua,BR,66.42,clear sky,-15.7569,-49.3344,Danbury Hotel
599,Wajima,JP,90.28,scattered clouds,37.4,136.9,Wajiima Onsen Yashio
600,Myitkyina,MM,76.44,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
601,Iralaya,HN,79.07,overcast clouds,15,-83.2333,Iglesia morava renovada
603,Palampur,IN,75.47,broken clouds,32.1167,76.5333,FLB Resorts Jerry's Jungle Huts
605,Yichun,CN,85.84,moderate rain,47.7,128.9,锦江酒店
607,Yamada,JP,81.07,scattered clouds,39.4667,141.95,Iroha-ya Inn
608,Bathsheba,BB,79.41,few clouds,13.2167,-59.5167,Atlantis Hotel
610,Westport,US,75.06,clear sky,41.1415,-73.3579,The Westport Inn
612,Pundaguitan,PH,84.78,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
613,Dabakala,CI,72.79,overcast clouds,8.3667,-4.4333,Hôtel Campement
614,Majene,ID,82.36,broken clouds,-3.5403,118.9707,Kost Putri RABBANI
615,Gushikawa,JP,87.39,broken clouds,26.3544,127.8686,Kirari Guest House
616,Katobu,ID,84.38,scattered clouds,-4.9408,122.5276,La Ode Husein
617,Sunland Park,US,81.48,scattered clouds,31.7965,-106.58,SpringHill Suites by Marriott El Paso
618,Kargil,IN,67.66,broken clouds,34.5667,76.1,Caravan Sarai
619,Upata,VE,77.2,overcast clouds,8.0086,-62.3989,Posada Villa Nela
620,Pecos,US,90.43,clear sky,31.4229,-103.4932,Knights Inn Pecos
621,Oistins,BB,78.89,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
622,Gidam,IN,79.79,overcast clouds,18.9833,81.4,Dhanshree Lodge And DormItory
624,Morondava,MG,68.41,few clouds,-20.2833,44.2833,La Case Bambou
626,Otukpo,NG,68.92,scattered clouds,7.1913,8.1329,Queen s Hotel
627,Honiara,SB,82.94,scattered clouds,-9.4333,159.95,Heritage Park Hotel
628,Mandalgovi,MN,65.66,light rain,45.7625,106.2708,В.Ганбат
631,Wilmington Island,US,79.99,few clouds,32.0036,-80.9737,Breezeway Studio Manor LLC
632,Bagdarin,RU,64.58,overcast clouds,54.4333,113.6,Gostevoy Dom Terem
633,Chernyshkovskiy,RU,64.81,clear sky,48.4219,42.2308,"The hotel ""Eugenia"""
634,Saint John,CA,64.78,clear sky,45.2727,-66.0677,Delta Hotels by Marriott Saint John
636,Caloundra,AU,72.05,clear sky,-26.8,153.1333,Watermark Resort Caloundra
637,Kaifeng,CN,86.86,clear sky,34.7911,114.3483,Pullman Kaifeng Jianye
638,Rurrenabaque,BO,69.76,clear sky,-14.4413,-67.5278,Casa de Campo
640,Rock Sound,BS,81.95,broken clouds,24.9,-76.2,Rock Sound Club
641,Surgut,RU,60.98,clear sky,61.25,73.4167,Business Hotel
642,Can Tho,VN,78.78,broken clouds,10.0333,105.7833,Kim Lan Hotel Can Tho
643,Korla,CN,91.56,clear sky,41.7597,86.1469,Gulisitan Hotel
644,Yatou,CN,85.64,light rain,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
645,Poum,NC,73.99,few clouds,-20.2333,164.0167,Gîte kajeon
647,Yamethin,MM,84.34,overcast clouds,20.4333,96.15,အလင်းရောင် ဘက်ထရီ
648,Bilma,NE,87.33,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
649,Sola,VU,80.4,scattered clouds,-13.8833,167.55,Leumerus Bungalows
651,Jacqueville,CI,75.11,scattered clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
653,Finschhafen,PG,83.59,scattered clouds,-6.6024,147.8681,Cossam Guest House
655,Itoman,JP,88.18,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
656,Fare,PF,77.92,few clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
657,Puerto Carreno,CO,74.97,light rain,6.189,-67.4859,Casa Hotel Victoria
659,Ormara,PK,82.53,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
660,Long Xuyen,VN,78.75,overcast clouds,10.3833,105.4167,Nhà Nghỉ Sài Gòn Ngày Đêm
662,Paso De Los Toros,UY,65.16,overcast clouds,-32.8167,-56.5167,Complejo Isabelino
663,Jardim,BR,69.35,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
664,Port Augusta,AU,60.94,clear sky,-32.5,137.7667,Majestic Oasis Apartments
665,Gallup,US,68.76,broken clouds,35.5281,-108.7426,El Capitan Motel
